event_id,customer_id,product_id,event_type,event_date,time_spent
79,38,62,add_to_cart,1997-08-22 16:34:49.172107,111.96
80,43,61,add_to_cart,1997-08-23 16:34:49.172107,206.67
81,629,26,add_to_cart,1997-08-24 16:34:49.172107,38.23
82,405,37,view,1997-08-25 16:34:49.172107,143.14
83,987,30,view,1997-08-26 16:34:49.172107,54.85
84,702,95,view,1997-08-27 16:34:49.172107,17.22
85,46,97,add_to_cart,1997-08-28 16:34:49.172107,104.81
86,454,11,remove_from_cart,1997-08-29 16:34:49.172107,49.47
87,678,53,add_to_cart,1997-08-30 16:34:49.172107,191.89
88,305,41,view,1997-08-31 16:34:49.172107,203.85
89,715,5,view,1997-09-01 16:34:49.172107,48.86
90,233,66,add_to_cart,1997-09-02 16:34:49.172107,12.26
91,245,13,remove_from_cart,1997-09-03 16:34:49.172107,238.88
92,721,63,remove_from_cart,1997-09-04 16:34:49.172107,5.61
93,760,82,remove_from_cart,1997-09-05 16:34:49.172107,106.45
94,295,90,view,1997-09-06 16:34:49.172107,150.9
95,839,25,view,1997-09-07 16:34:49.172107,246.5
96,383,44,remove_from_cart,1997-09-08 16:34:49.172107,252.37
97,158,14,add_to_cart,1997-09-09 16:34:49.172107,218.86
98,405,69,remove_from_cart,1997-09-10 16:34:49.172107,77.92
99,1,59,add_to_cart,1997-09-11 16:34:49.172107,217.46
100,217,56,view,1997-09-12 16:34:49.172107,77.73
101,928,52,view,1997-09-13 16:34:49.172107,68.31
102,507,66,view,1997-09-14 16:34:49.172107,166.4
103,761,68,remove_from_cart,1997-09-15 16:34:49.172107,205.26
104,904,12,remove_from_cart,1997-09-16 16:34:49.172107,20.65
105,581,75,view,1997-09-17 16:34:49.172107,22.71
106,30,68,view,1997-09-18 16:34:49.172107,236.33
107,627,43,view,1997-09-19 16:34:49.172107,258.55
108,520,73,remove_from_cart,1997-09-20 16:34:49.172107,183.31
109,881,74,remove_from_cart,1997-09-21 16:34:49.172107,131.5
110,275,91,view,1997-09-22 16:34:49.172107,254.37
111,492,6,remove_from_cart,1997-09-23 16:34:49.172107,220.0
112,827,15,remove_from_cart,1997-09-24 16:34:49.172107,175.98
113,951,42,remove_from_cart,1997-09-25 16:34:49.172107,99.33
114,926,31,remove_from_cart,1997-09-26 16:34:49.172107,63.41
115,847,86,view,1997-09-27 16:34:49.172107,128.51
116,36,53,view,1997-09-28 16:34:49.172107,89.61
117,311,6,remove_from_cart,1997-09-29 16:34:49.172107,105.08
118,44,33,view,1997-09-30 16:34:49.172107,157.11
119,155,29,view,1997-10-01 16:34:49.172107,54.88
120,77,21,view,1997-10-02 16:34:49.172107,242.82
121,590,54,add_to_cart,1997-10-03 16:34:49.172107,47.93
122,613,56,view,1997-10-04 16:34:49.172107,146.89
123,438,94,view,1997-10-05 16:34:49.172107,225.06
124,432,21,remove_from_cart,1997-10-06 16:34:49.172107,148.08
125,542,100,remove_from_cart,1997-10-07 16:34:49.172107,111.5
126,39,55,add_to_cart,1997-10-08 16:34:49.172107,145.09
127,239,58,add_to_cart,1997-10-09 16:34:49.172107,255.36
128,13,64,view,1997-10-10 16:34:49.172107,297.18
129,122,86,view,1997-10-11 16:34:49.172107,191.19
130,144,46,remove_from_cart,1997-10-12 16:34:49.172107,239.07
131,684,84,view,1997-10-13 16:34:49.172107,9.27
132,455,22,view,1997-10-14 16:34:49.172107,264.71
133,368,60,view,1997-10-15 16:34:49.172107,286.44
134,759,11,view,1997-10-16 16:34:49.172107,174.67
135,247,47,view,1997-10-17 16:34:49.172107,227.37
136,923,31,view,1997-10-18 16:34:49.172107,156.26
137,45,77,view,1997-10-19 16:34:49.172107,89.43
138,765,18,view,1997-10-20 16:34:49.172107,256.41
139,375,22,remove_from_cart,1997-10-21 16:34:49.172107,181.07
140,291,56,add_to_cart,1997-10-22 16:34:49.172107,175.92
141,207,17,view,1997-10-23 16:34:49.172107,199.44
142,924,38,remove_from_cart,1997-10-24 16:34:49.172107,257.52
143,995,25,view,1997-10-25 16:34:49.172107,220.91
144,519,32,view,1997-10-26 16:34:49.172107,67.28
145,958,15,add_to_cart,1997-10-27 16:34:49.172107,142.71
146,242,13,remove_from_cart,1997-10-28 16:34:49.172107,294.19
147,622,58,view,1997-10-29 16:34:49.172107,168.6
148,114,90,add_to_cart,1997-10-30 16:34:49.172107,281.78
149,819,50,add_to_cart,1997-10-31 16:34:49.172107,244.94
150,302,11,view,1997-11-01 16:34:49.172107,201.48
151,276,13,view,1997-11-02 16:34:49.172107,108.06
152,96,97,remove_from_cart,1997-11-03 16:34:49.172107,94.77
153,294,50,remove_from_cart,1997-11-04 16:34:49.172107,194.81
154,701,38,view,1997-11-05 16:34:49.172107,132.61
155,360,1,view,1997-11-06 16:34:49.172107,240.63
156,288,39,add_to_cart,1997-11-07 16:34:49.172107,229.33
157,154,27,remove_from_cart,1997-11-08 16:34:49.172107,97.08
158,570,36,view,1997-11-09 16:34:49.172107,212.3
159,423,32,view,1997-11-10 16:34:49.172107,150.89
160,916,41,remove_from_cart,1997-11-11 16:34:49.172107,100.37
161,850,15,view,1997-11-12 16:34:49.172107,126.83
162,50,31,add_to_cart,1997-11-13 16:34:49.172107,269.13
163,207,6,add_to_cart,1997-11-14 16:34:49.172107,111.06
164,564,89,view,1997-11-15 16:34:49.172107,89.78
165,854,52,remove_from_cart,1997-11-16 16:34:49.172107,108.78
166,883,82,add_to_cart,1997-11-17 16:34:49.172107,68.31
167,662,22,remove_from_cart,1997-11-18 16:34:49.172107,165.67
168,565,31,remove_from_cart,1997-11-19 16:34:49.172107,48.49
169,213,100,remove_from_cart,1997-11-20 16:34:49.172107,246.15
170,66,73,add_to_cart,1997-11-21 16:34:49.172107,71.55
171,232,46,add_to_cart,1997-11-22 16:34:49.172107,181.43
172,885,67,view,1997-11-23 16:34:49.172107,41.88
173,811,97,remove_from_cart,1997-11-24 16:34:49.172107,293.64
174,850,91,add_to_cart,1997-11-25 16:34:49.172107,139.1
175,663,43,add_to_cart,1997-11-26 16:34:49.172107,247.54
176,717,1,view,1997-11-27 16:34:49.172107,231.75
177,320,44,add_to_cart,1997-11-28 16:34:49.172107,215.54
178,767,57,add_to_cart,1997-11-29 16:34:49.172107,249.07
179,137,9,add_to_cart,1997-11-30 16:34:49.172107,34.64
180,881,5,view,1997-12-01 16:34:49.172107,205.16
181,647,79,view,1997-12-02 16:34:49.172107,83.42
182,937,9,remove_from_cart,1997-12-03 16:34:49.172107,236.83
183,566,45,add_to_cart,1997-12-04 16:34:49.172107,287.28
184,65,92,view,1997-12-05 16:34:49.172107,270.94
185,514,77,view,1997-12-06 16:34:49.172107,38.91
186,132,24,view,1997-12-07 16:34:49.172107,114.02
187,334,74,remove_from_cart,1997-12-08 16:34:49.172107,112.48
188,32,42,remove_from_cart,1997-12-09 16:34:49.172107,41.08
189,868,22,remove_from_cart,1997-12-10 16:34:49.172107,33.95
190,898,60,remove_from_cart,1997-12-11 16:34:49.172107,118.54
191,872,86,remove_from_cart,1997-12-12 16:34:49.172107,297.66
192,498,37,add_to_cart,1997-12-13 16:34:49.172107,172.84
193,243,39,add_to_cart,1997-12-14 16:34:49.172107,188.43
194,192,84,view,1997-12-15 16:34:49.172107,143.95
195,142,74,remove_from_cart,1997-12-16 16:34:49.172107,200.39
196,660,74,remove_from_cart,1997-12-17 16:34:49.172107,287.22
197,601,90,view,1997-12-18 16:34:49.172107,178.67
198,561,89,add_to_cart,1997-12-19 16:34:49.172107,24.19
199,648,53,remove_from_cart,1997-12-20 16:34:49.172107,150.4
200,988,28,remove_from_cart,1997-12-21 16:34:49.172107,297.86
201,191,77,remove_from_cart,1997-12-22 16:34:49.172107,119.28
202,942,15,add_to_cart,1997-12-23 16:34:49.172107,180.19
203,149,60,add_to_cart,1997-12-24 16:34:49.172107,36.46
204,599,60,remove_from_cart,1997-12-25 16:34:49.172107,46.65
205,416,6,remove_from_cart,1997-12-26 16:34:49.172107,263.03
206,520,52,view,1997-12-27 16:34:49.172107,93.6
207,735,12,view,1997-12-28 16:34:49.172107,95.11
208,869,19,add_to_cart,1997-12-29 16:34:49.172107,119.23
209,16,96,view,1997-12-30 16:34:49.172107,290.11
210,808,75,remove_from_cart,1997-12-31 16:34:49.172107,29.9
211,106,97,add_to_cart,1998-01-01 16:34:49.172107,246.54
212,283,2,view,1998-01-02 16:34:49.172107,105.76
213,104,55,add_to_cart,1998-01-03 16:34:49.172107,255.59
214,361,15,remove_from_cart,1998-01-04 16:34:49.172107,297.57
215,658,64,view,1998-01-05 16:34:49.172107,107.86
216,35,100,view,1998-01-06 16:34:49.172107,43.16
217,113,69,view,1998-01-07 16:34:49.172107,47.59
218,308,15,remove_from_cart,1998-01-08 16:34:49.172107,228.83
219,911,43,add_to_cart,1998-01-09 16:34:49.172107,47.75
220,959,74,view,1998-01-10 16:34:49.172107,81.82
221,53,17,add_to_cart,1998-01-11 16:34:49.172107,65.3
222,859,98,add_to_cart,1998-01-12 16:34:49.172107,109.93
223,81,24,add_to_cart,1998-01-13 16:34:49.172107,26.94
224,616,74,remove_from_cart,1998-01-14 16:34:49.172107,257.74
225,834,30,remove_from_cart,1998-01-15 16:34:49.172107,258.74
226,369,67,view,1998-01-16 16:34:49.172107,126.82
227,242,51,view,1998-01-17 16:34:49.172107,185.57
228,31,60,add_to_cart,1998-01-18 16:34:49.172107,194.38
229,829,3,add_to_cart,1998-01-19 16:34:49.172107,226.03
230,704,5,add_to_cart,1998-01-20 16:34:49.172107,158.6
231,869,28,remove_from_cart,1998-01-21 16:34:49.172107,155.55
232,361,78,remove_from_cart,1998-01-22 16:34:49.172107,191.23
233,233,11,view,1998-01-23 16:34:49.172107,212.4
234,610,72,add_to_cart,1998-01-24 16:34:49.172107,107.27
235,34,72,add_to_cart,1998-01-25 16:34:49.172107,102.46
236,243,76,remove_from_cart,1998-01-26 16:34:49.172107,84.57
237,951,15,view,1998-01-27 16:34:49.172107,166.91
238,59,83,add_to_cart,1998-01-28 16:34:49.172107,111.25
239,771,48,add_to_cart,1998-01-29 16:34:49.172107,164.39
240,529,46,view,1998-01-30 16:34:49.172107,124.77
241,78,28,add_to_cart,1998-01-31 16:34:49.172107,251.84
242,718,7,remove_from_cart,1998-02-01 16:34:49.172107,26.57
243,302,71,view,1998-02-02 16:34:49.172107,173.8
244,678,94,add_to_cart,1998-02-03 16:34:49.172107,174.81
245,803,82,add_to_cart,1998-02-04 16:34:49.172107,118.2
246,897,88,remove_from_cart,1998-02-05 16:34:49.172107,129.2
247,112,6,remove_from_cart,1998-02-06 16:34:49.172107,241.04
248,413,58,remove_from_cart,1998-02-07 16:34:49.172107,87.8
249,900,68,add_to_cart,1998-02-08 16:34:49.172107,262.06
250,317,55,add_to_cart,1998-02-09 16:34:49.172107,269.42
251,865,67,add_to_cart,1998-02-10 16:34:49.172107,196.93
252,145,49,view,1998-02-11 16:34:49.172107,232.99
253,668,51,remove_from_cart,1998-02-12 16:34:49.172107,185.82
254,690,59,view,1998-02-13 16:34:49.172107,159.95
255,858,6,remove_from_cart,1998-02-14 16:34:49.172107,290.17
256,648,90,add_to_cart,1998-02-15 16:34:49.172107,88.38
257,930,51,view,1998-02-16 16:34:49.172107,50.47
258,827,38,view,1998-02-17 16:34:49.172107,89.81
259,18,11,remove_from_cart,1998-02-18 16:34:49.172107,186.31
260,351,52,view,1998-02-19 16:34:49.172107,59.63
261,955,93,view,1998-02-20 16:34:49.172107,273.1
262,155,20,add_to_cart,1998-02-21 16:34:49.172107,126.25
263,784,10,remove_from_cart,1998-02-22 16:34:49.172107,255.74
264,506,26,view,1998-02-23 16:34:49.172107,78.52
265,778,48,add_to_cart,1998-02-24 16:34:49.172107,97.38
266,360,91,view,1998-02-25 16:34:49.172107,22.47
267,332,14,add_to_cart,1998-02-26 16:34:49.172107,81.04
268,918,100,view,1998-02-27 16:34:49.172107,149.64
269,528,59,add_to_cart,1998-02-28 16:34:49.172107,284.11
270,12,12,add_to_cart,1998-03-01 16:34:49.172107,119.73
271,75,23,remove_from_cart,1998-03-02 16:34:49.172107,193.72
272,212,85,add_to_cart,1998-03-03 16:34:49.172107,131.17
273,691,72,view,1998-03-04 16:34:49.172107,18.8
274,641,39,add_to_cart,1998-03-05 16:34:49.172107,153.54
275,283,9,add_to_cart,1998-03-06 16:34:49.172107,24.44
276,195,88,view,1998-03-07 16:34:49.172107,265.69
277,780,95,view,1998-03-08 16:34:49.172107,227.15
278,30,25,add_to_cart,1998-03-09 16:34:49.172107,116.7
279,9,17,view,1998-03-10 16:34:49.172107,193.86
280,309,42,add_to_cart,1998-03-11 16:34:49.172107,38.05
281,445,29,add_to_cart,1998-03-12 16:34:49.172107,212.25
282,310,60,add_to_cart,1998-03-13 16:34:49.172107,247.71
283,677,67,view,1998-03-14 16:34:49.172107,247.41
284,705,85,remove_from_cart,1998-03-15 16:34:49.172107,88.86
285,426,57,remove_from_cart,1998-03-16 16:34:49.172107,82.81
286,817,72,add_to_cart,1998-03-17 16:34:49.172107,158.81
287,772,14,add_to_cart,1998-03-18 16:34:49.172107,290.49
288,704,39,view,1998-03-19 16:34:49.172107,276.55
289,591,16,remove_from_cart,1998-03-20 16:34:49.172107,111.09
290,691,18,remove_from_cart,1998-03-21 16:34:49.172107,235.05
291,91,95,remove_from_cart,1998-03-22 16:34:49.172107,276.79
292,456,75,view,1998-03-23 16:34:49.172107,81.97
293,444,20,view,1998-03-24 16:34:49.172107,249.94
294,727,46,view,1998-03-25 16:34:49.172107,84.03
295,79,45,add_to_cart,1998-03-26 16:34:49.172107,106.27
296,475,4,view,1998-03-27 16:34:49.172107,63.65
297,927,84,add_to_cart,1998-03-28 16:34:49.172107,154.59
298,103,95,add_to_cart,1998-03-29 16:34:49.172107,253.78
299,623,20,add_to_cart,1998-03-30 16:34:49.172107,160.78
300,456,11,add_to_cart,1998-03-31 16:34:49.172107,41.41
301,990,65,view,1998-04-01 16:34:49.172107,79.27
302,314,18,view,1998-04-02 16:34:49.172107,171.04
303,247,39,remove_from_cart,1998-04-03 16:34:49.172107,177.04
304,234,44,remove_from_cart,1998-04-04 16:34:49.172107,175.19
305,594,97,add_to_cart,1998-04-05 16:34:49.172107,27.72
306,644,100,remove_from_cart,1998-04-06 16:34:49.172107,227.34
307,235,18,remove_from_cart,1998-04-07 16:34:49.172107,273.28
308,790,47,remove_from_cart,1998-04-08 16:34:49.172107,155.6
309,387,31,add_to_cart,1998-04-09 16:34:49.172107,217.05
310,847,99,remove_from_cart,1998-04-10 16:34:49.172107,274.63
311,611,39,view,1998-04-11 16:34:49.172107,194.57
312,943,38,add_to_cart,1998-04-12 16:34:49.172107,203.93
313,38,79,view,1998-04-13 16:34:49.172107,217.81
314,161,47,add_to_cart,1998-04-14 16:34:49.172107,81.85
315,462,70,view,1998-04-15 16:34:49.172107,176.89
316,944,8,remove_from_cart,1998-04-16 16:34:49.172107,253.44
317,449,86,add_to_cart,1998-04-17 16:34:49.172107,92.37
318,117,65,view,1998-04-18 16:34:49.172107,269.67
319,241,13,add_to_cart,1998-04-19 16:34:49.172107,188.01
320,26,55,view,1998-04-20 16:34:49.172107,129.84
321,648,88,remove_from_cart,1998-04-21 16:34:49.172107,188.84
322,562,85,add_to_cart,1998-04-22 16:34:49.172107,123.55
323,976,43,add_to_cart,1998-04-23 16:34:49.172107,252.22
324,806,4,view,1998-04-24 16:34:49.172107,147.28
325,906,71,view,1998-04-25 16:34:49.172107,270.86
326,298,60,remove_from_cart,1998-04-26 16:34:49.172107,155.39
327,805,12,view,1998-04-27 16:34:49.172107,199.81
328,154,59,view,1998-04-28 16:34:49.172107,299.33
329,732,77,view,1998-04-29 16:34:49.172107,48.35
330,652,54,remove_from_cart,1998-04-30 16:34:49.172107,222.34
331,468,44,remove_from_cart,1998-05-01 16:34:49.172107,45.97
332,49,16,add_to_cart,1998-05-02 16:34:49.172107,252.47
333,654,6,remove_from_cart,1998-05-03 16:34:49.172107,180.95
334,46,14,view,1998-05-04 16:34:49.172107,281.76
335,675,58,add_to_cart,1998-05-05 16:34:49.172107,260.46
336,285,31,remove_from_cart,1998-05-06 16:34:49.172107,27.09
337,780,100,remove_from_cart,1998-05-07 16:34:49.172107,45.5
338,628,41,view,1998-05-08 16:34:49.172107,182.35
339,82,35,view,1998-05-09 16:34:49.172107,157.9
340,44,10,remove_from_cart,1998-05-10 16:34:49.172107,54.73
341,706,81,add_to_cart,1998-05-11 16:34:49.172107,43.16
342,770,30,view,1998-05-12 16:34:49.172107,171.38
343,955,44,remove_from_cart,1998-05-13 16:34:49.172107,19.43
344,273,55,remove_from_cart,1998-05-14 16:34:49.172107,262.75
345,394,71,view,1998-05-15 16:34:49.172107,243.09
346,786,18,add_to_cart,1998-05-16 16:34:49.172107,236.68
347,790,83,add_to_cart,1998-05-17 16:34:49.172107,9.72
348,595,79,add_to_cart,1998-05-18 16:34:49.172107,19.05
349,58,86,view,1998-05-19 16:34:49.172107,167.2
350,565,39,view,1998-05-20 16:34:49.172107,298.36
351,1,42,view,1998-05-21 16:34:49.172107,105.98
352,216,54,add_to_cart,1998-05-22 16:34:49.172107,106.59
353,317,30,add_to_cart,1998-05-23 16:34:49.172107,44.61
354,228,20,view,1998-05-24 16:34:49.172107,203.93
355,473,96,view,1998-05-25 16:34:49.172107,195.77
356,484,42,view,1998-05-26 16:34:49.172107,34.89
357,766,89,add_to_cart,1998-05-27 16:34:49.172107,142.89
358,671,87,remove_from_cart,1998-05-28 16:34:49.172107,201.79
359,287,5,remove_from_cart,1998-05-29 16:34:49.172107,150.59
360,511,50,add_to_cart,1998-05-30 16:34:49.172107,203.94
361,578,41,view,1998-05-31 16:34:49.172107,245.8
362,915,94,view,1998-06-01 16:34:49.172107,207.32
363,821,39,view,1998-06-02 16:34:49.172107,186.75
364,972,57,view,1998-06-03 16:34:49.172107,256.81
365,458,91,add_to_cart,1998-06-04 16:34:49.172107,270.67
366,95,57,remove_from_cart,1998-06-05 16:34:49.172107,119.72
367,493,37,remove_from_cart,1998-06-06 16:34:49.172107,56.11
368,765,7,add_to_cart,1998-06-07 16:34:49.172107,246.27
369,150,5,view,1998-06-08 16:34:49.172107,68.06
370,23,79,remove_from_cart,1998-06-09 16:34:49.172107,279.04
371,756,51,add_to_cart,1998-06-10 16:34:49.172107,11.75
372,215,8,view,1998-06-11 16:34:49.172107,276.77
373,399,56,remove_from_cart,1998-06-12 16:34:49.172107,178.81
374,410,73,add_to_cart,1998-06-13 16:34:49.172107,233.55
375,131,11,remove_from_cart,1998-06-14 16:34:49.172107,122.56
376,855,22,remove_from_cart,1998-06-15 16:34:49.172107,297.56
377,148,98,add_to_cart,1998-06-16 16:34:49.172107,72.13
378,381,99,add_to_cart,1998-06-17 16:34:49.172107,82.98
379,109,77,remove_from_cart,1998-06-18 16:34:49.172107,20.17
380,552,11,remove_from_cart,1998-06-19 16:34:49.172107,282.44
381,121,60,add_to_cart,1998-06-20 16:34:49.172107,139.53
382,295,96,view,1998-06-21 16:34:49.172107,204.08
383,120,15,view,1998-06-22 16:34:49.172107,207.8
384,456,38,view,1998-06-23 16:34:49.172107,262.98
385,530,1,view,1998-06-24 16:34:49.172107,201.15
386,169,46,add_to_cart,1998-06-25 16:34:49.172107,170.8
387,710,88,view,1998-06-26 16:34:49.172107,214.54
388,923,43,remove_from_cart,1998-06-27 16:34:49.172107,226.54
389,996,22,view,1998-06-28 16:34:49.172107,59.85
390,143,3,add_to_cart,1998-06-29 16:34:49.172107,37.35
391,37,14,view,1998-06-30 16:34:49.172107,27.08
392,698,2,view,1998-07-01 16:34:49.172107,115.35
393,261,61,add_to_cart,1998-07-02 16:34:49.172107,151.91
394,231,32,view,1998-07-03 16:34:49.172107,186.62
395,254,38,add_to_cart,1998-07-04 16:34:49.172107,287.62
396,329,97,view,1998-07-05 16:34:49.172107,102.58
397,903,46,add_to_cart,1998-07-06 16:34:49.172107,229.46
398,297,42,view,1998-07-07 16:34:49.172107,161.75
399,980,6,remove_from_cart,1998-07-08 16:34:49.172107,69.93
400,10,41,remove_from_cart,1998-07-09 16:34:49.172107,186.52
401,446,25,add_to_cart,1998-07-10 16:34:49.172107,290.32
402,922,98,add_to_cart,1998-07-11 16:34:49.172107,41.67
403,836,11,add_to_cart,1998-07-12 16:34:49.172107,154.65
404,230,41,remove_from_cart,1998-07-13 16:34:49.172107,20.22
405,536,71,add_to_cart,1998-07-14 16:34:49.172107,99.76
406,78,57,view,1998-07-15 16:34:49.172107,188.08
407,425,46,add_to_cart,1998-07-16 16:34:49.172107,253.11
408,193,86,add_to_cart,1998-07-17 16:34:49.172107,220.45
409,401,48,view,1998-07-18 16:34:49.172107,141.54
410,109,63,view,1998-07-19 16:34:49.172107,273.22
411,792,39,remove_from_cart,1998-07-20 16:34:49.172107,94.3
412,923,10,view,1998-07-21 16:34:49.172107,227.43
413,263,85,view,1998-07-22 16:34:49.172107,144.83
414,329,70,add_to_cart,1998-07-23 16:34:49.172107,270.1
415,363,65,remove_from_cart,1998-07-24 16:34:49.172107,240.24
416,867,98,view,1998-07-25 16:34:49.172107,270.93
417,378,59,remove_from_cart,1998-07-26 16:34:49.172107,68.2
418,780,78,view,1998-07-27 16:34:49.172107,202.1
419,341,36,remove_from_cart,1998-07-28 16:34:49.172107,222.85
420,259,27,view,1998-07-29 16:34:49.172107,224.01
421,335,73,add_to_cart,1998-07-30 16:34:49.172107,153.68
422,85,55,remove_from_cart,1998-07-31 16:34:49.172107,8.32
423,522,70,remove_from_cart,1998-08-01 16:34:49.172107,82.12
424,801,95,view,1998-08-02 16:34:49.172107,100.37
425,814,81,remove_from_cart,1998-08-03 16:34:49.172107,256.35
426,571,53,view,1998-08-04 16:34:49.172107,253.06
427,308,60,remove_from_cart,1998-08-05 16:34:49.172107,35.88
428,262,61,remove_from_cart,1998-08-06 16:34:49.172107,285.2
429,898,36,add_to_cart,1998-08-07 16:34:49.172107,58.82
430,797,85,add_to_cart,1998-08-08 16:34:49.172107,127.24
431,631,27,remove_from_cart,1998-08-09 16:34:49.172107,68.47
432,680,41,add_to_cart,1998-08-10 16:34:49.172107,258.8
433,865,28,remove_from_cart,1998-08-11 16:34:49.172107,226.07
434,701,16,view,1998-08-12 16:34:49.172107,109.29
435,452,35,remove_from_cart,1998-08-13 16:34:49.172107,206.15
436,251,36,remove_from_cart,1998-08-14 16:34:49.172107,59.39
437,324,56,add_to_cart,1998-08-15 16:34:49.172107,117.78
438,925,99,add_to_cart,1998-08-16 16:34:49.172107,116.25
439,229,19,view,1998-08-17 16:34:49.172107,75.19
440,702,57,view,1998-08-18 16:34:49.172107,263.51
441,828,85,view,1998-08-19 16:34:49.172107,205.26
442,636,33,remove_from_cart,1998-08-20 16:34:49.172107,87.58
443,596,23,view,1998-08-21 16:34:49.172107,76.43
