purchase_id,customer_id,product_id,purchase_date,quantity
48,240,47,2011-03-31 16:34:49.162779,3
49,832,53,2011-04-01 16:34:49.162779,1
50,958,59,2011-04-02 16:34:49.162779,3
51,483,38,2011-04-03 16:34:49.162779,4
52,659,69,2011-04-04 16:34:49.162779,2
53,716,87,2011-04-05 16:34:49.162779,4
54,592,92,2011-04-06 16:34:49.162779,4
55,891,98,2011-04-07 16:34:49.162779,4
56,555,53,2011-04-08 16:34:49.162779,4
57,458,15,2011-04-09 16:34:49.162779,4
58,89,96,2011-04-10 16:34:49.162779,1
59,660,26,2011-04-11 16:34:49.162779,3
60,95,48,2011-04-12 16:34:49.162779,2
61,452,95,2011-04-13 16:34:49.162779,4
62,428,19,2011-04-14 16:34:49.162779,2
63,151,9,2011-04-15 16:34:49.162779,1
64,514,64,2011-04-16 16:34:49.162779,3
65,376,93,2011-04-17 16:34:49.162779,4
66,22,54,2011-04-18 16:34:49.162779,1
67,883,51,2011-04-19 16:34:49.162779,1
68,313,39,2011-04-20 16:34:49.162779,3
69,997,4,2011-04-21 16:34:49.162779,4
70,840,3,2011-04-22 16:34:49.162779,3
71,519,64,2011-04-23 16:34:49.162779,3
72,206,29,2011-04-24 16:34:49.162779,2
73,952,11,2011-04-25 16:34:49.162779,2
74,375,97,2011-04-26 16:34:49.162779,3
75,451,58,2011-04-27 16:34:49.162779,2
76,626,75,2011-04-28 16:34:49.162779,1
77,784,27,2011-04-29 16:34:49.162779,3
78,595,97,2011-04-30 16:34:49.162779,4
79,179,21,2011-05-01 16:34:49.162779,4
80,210,39,2011-05-02 16:34:49.162779,1
81,500,95,2011-05-03 16:34:49.162779,4
82,464,46,2011-05-04 16:34:49.162779,4
83,840,66,2011-05-05 16:34:49.162779,3
84,124,91,2011-05-06 16:34:49.162779,1
85,993,36,2011-05-07 16:34:49.162779,3
86,113,75,2011-05-08 16:34:49.162779,1
87,12,82,2011-05-09 16:34:49.162779,3
88,126,65,2011-05-10 16:34:49.162779,3
89,565,63,2011-05-11 16:34:49.162779,2
90,331,99,2011-05-12 16:34:49.162779,4
91,901,35,2011-05-13 16:34:49.162779,1
92,283,31,2011-05-14 16:34:49.162779,4
93,140,28,2011-05-15 16:34:49.162779,2
94,401,1,2011-05-16 16:34:49.162779,1
95,902,25,2011-05-17 16:34:49.162779,2
96,97,43,2011-05-18 16:34:49.162779,4
97,517,84,2011-05-19 16:34:49.162779,3
98,569,67,2011-05-20 16:34:49.162779,2
99,924,63,2011-05-21 16:34:49.162779,2
100,846,51,2011-05-22 16:34:49.162779,3
101,69,2,2011-05-23 16:34:49.162779,4
102,118,82,2011-05-24 16:34:49.162779,2
103,888,64,2011-05-25 16:34:49.162779,4
104,59,74,2011-05-26 16:34:49.162779,3
105,33,69,2011-05-27 16:34:49.162779,1
106,318,9,2011-05-28 16:34:49.162779,2
107,50,2,2011-05-29 16:34:49.162779,4
108,880,34,2011-05-30 16:34:49.162779,3
109,489,60,2011-05-31 16:34:49.162779,3
110,19,61,2011-06-01 16:34:49.162779,2
111,726,31,2011-06-02 16:34:49.162779,1
112,197,10,2011-06-03 16:34:49.162779,2
113,891,76,2011-06-04 16:34:49.162779,4
114,450,36,2011-06-05 16:34:49.162779,3
115,990,85,2011-06-06 16:34:49.162779,1
116,559,49,2011-06-07 16:34:49.162779,4
117,679,70,2011-06-08 16:34:49.162779,2
118,452,49,2011-06-09 16:34:49.162779,3
119,289,3,2011-06-10 16:34:49.162779,2
120,141,74,2011-06-11 16:34:49.162779,1
121,84,5,2011-06-12 16:34:49.162779,1
122,694,90,2011-06-13 16:34:49.162779,1
123,391,61,2011-06-14 16:34:49.162779,1
124,591,85,2011-06-15 16:34:49.162779,1
125,215,90,2011-06-16 16:34:49.162779,2
126,526,26,2011-06-17 16:34:49.162779,1
127,215,72,2011-06-18 16:34:49.162779,1
128,403,5,2011-06-19 16:34:49.162779,3
129,128,15,2011-06-20 16:34:49.162779,1
130,822,16,2011-06-21 16:34:49.162779,3
131,477,1,2011-06-22 16:34:49.162779,3
132,760,16,2011-06-23 16:34:49.162779,3
133,404,37,2011-06-24 16:34:49.162779,2
134,29,3,2011-06-25 16:34:49.162779,2
135,792,52,2011-06-26 16:34:49.162779,4
136,338,47,2011-06-27 16:34:49.162779,4
137,831,95,2011-06-28 16:34:49.162779,3
138,714,13,2011-06-29 16:34:49.162779,2
139,361,80,2011-06-30 16:34:49.162779,1
140,569,55,2011-07-01 16:34:49.162779,4
141,392,21,2011-07-02 16:34:49.162779,2
142,218,66,2011-07-03 16:34:49.162779,1
143,574,54,2011-07-04 16:34:49.162779,1
144,669,27,2011-07-05 16:34:49.162779,2
145,202,38,2011-07-06 16:34:49.162779,4
146,17,90,2011-07-07 16:34:49.162779,2
147,322,58,2011-07-08 16:34:49.162779,4
148,518,62,2011-07-09 16:34:49.162779,3
149,570,46,2011-07-10 16:34:49.162779,2
150,325,89,2011-07-11 16:34:49.162779,2
151,412,11,2011-07-12 16:34:49.162779,4
152,318,72,2011-07-13 16:34:49.162779,4
153,681,8,2011-07-14 16:34:49.162779,2
154,965,97,2011-07-15 16:34:49.162779,1
155,82,71,2011-07-16 16:34:49.162779,1
156,474,64,2011-07-17 16:34:49.162779,1
157,468,21,2011-07-18 16:34:49.162779,3
158,425,72,2011-07-19 16:34:49.162779,3
159,945,63,2011-07-20 16:34:49.162779,4
160,731,85,2011-07-21 16:34:49.162779,3
161,689,64,2011-07-22 16:34:49.162779,1
162,204,20,2011-07-23 16:34:49.162779,2
163,583,8,2011-07-24 16:34:49.162779,3
164,387,58,2011-07-25 16:34:49.162779,3
165,778,46,2011-07-26 16:34:49.162779,1
166,98,31,2011-07-27 16:34:49.162779,3
167,345,93,2011-07-28 16:34:49.162779,4
168,803,9,2011-07-29 16:34:49.162779,2
169,208,15,2011-07-30 16:34:49.162779,1
170,514,94,2011-07-31 16:34:49.162779,4
171,636,26,2011-08-01 16:34:49.162779,1
172,792,10,2011-08-02 16:34:49.162779,4
173,586,29,2011-08-03 16:34:49.162779,2
174,166,80,2011-08-04 16:34:49.162779,2
175,22,36,2011-08-05 16:34:49.162779,4
176,154,84,2011-08-06 16:34:49.162779,4
177,939,37,2011-08-07 16:34:49.162779,4
178,439,86,2011-08-08 16:34:49.162779,4
179,295,71,2011-08-09 16:34:49.162779,4
180,219,23,2011-08-10 16:34:49.162779,4
181,669,41,2011-08-11 16:34:49.162779,2
182,495,93,2011-08-12 16:34:49.162779,4
183,230,80,2011-08-13 16:34:49.162779,3
184,20,28,2011-08-14 16:34:49.162779,2
185,987,48,2011-08-15 16:34:49.162779,1
186,553,38,2011-08-16 16:34:49.162779,2
187,950,31,2011-08-17 16:34:49.162779,1
188,148,14,2011-08-18 16:34:49.162779,1
189,108,97,2011-08-19 16:34:49.162779,3
190,403,73,2011-08-20 16:34:49.162779,4
191,596,91,2011-08-21 16:34:49.162779,4
192,483,88,2011-08-22 16:34:49.162779,2
193,367,77,2011-08-23 16:34:49.162779,4
194,834,90,2011-08-24 16:34:49.162779,3
195,414,29,2011-08-25 16:34:49.162779,2
196,309,51,2011-08-26 16:34:49.162779,2
197,802,49,2011-08-27 16:34:49.162779,2
198,918,43,2011-08-28 16:34:49.162779,4
199,835,92,2011-08-29 16:34:49.162779,4
200,134,92,2011-08-30 16:34:49.162779,4
201,719,72,2011-08-31 16:34:49.162779,2
202,283,87,2011-09-01 16:34:49.162779,2
203,778,93,2011-09-02 16:34:49.162779,1
204,73,5,2011-09-03 16:34:49.162779,1
205,481,42,2011-09-04 16:34:49.162779,4
206,352,7,2011-09-05 16:34:49.162779,2
207,560,42,2011-09-06 16:34:49.162779,4
208,326,36,2011-09-07 16:34:49.162779,4
209,745,27,2011-09-08 16:34:49.162779,1
210,443,58,2011-09-09 16:34:49.162779,3
211,100,46,2011-09-10 16:34:49.162779,4
212,59,66,2011-09-11 16:34:49.162779,3
213,508,25,2011-09-12 16:34:49.162779,3
214,258,73,2011-09-13 16:34:49.162779,2
215,413,27,2011-09-14 16:34:49.162779,2
216,452,1,2011-09-15 16:34:49.162779,4
217,65,87,2011-09-16 16:34:49.162779,1
218,595,74,2011-09-17 16:34:49.162779,1
219,154,42,2011-09-18 16:34:49.162779,4
220,985,52,2011-09-19 16:34:49.162779,4
221,266,25,2011-09-20 16:34:49.162779,1
222,821,54,2011-09-21 16:34:49.162779,3
223,79,67,2011-09-22 16:34:49.162779,4
224,315,6,2011-09-23 16:34:49.162779,3
225,662,58,2011-09-24 16:34:49.162779,4
226,947,70,2011-09-25 16:34:49.162779,4
227,560,53,2011-09-26 16:34:49.162779,3
228,917,66,2011-09-27 16:34:49.162779,3
229,891,58,2011-09-28 16:34:49.162779,1
230,248,82,2011-09-29 16:34:49.162779,4
231,790,87,2011-09-30 16:34:49.162779,2
232,868,2,2011-10-01 16:34:49.162779,2
233,610,76,2011-10-02 16:34:49.162779,4
234,414,22,2011-10-03 16:34:49.162779,4
235,25,37,2011-10-04 16:34:49.162779,4
236,284,20,2011-10-05 16:34:49.162779,3
237,449,24,2011-10-06 16:34:49.162779,2
238,881,84,2011-10-07 16:34:49.162779,2
239,301,65,2011-10-08 16:34:49.162779,2
240,68,65,2011-10-09 16:34:49.162779,4
241,7,81,2011-10-10 16:34:49.162779,3
242,817,1,2011-10-11 16:34:49.162779,4
243,137,94,2011-10-12 16:34:49.162779,1
244,164,3,2011-10-13 16:34:49.162779,1
245,83,46,2011-10-14 16:34:49.162779,2
246,897,55,2011-10-15 16:34:49.162779,4
247,650,75,2011-10-16 16:34:49.162779,1
248,420,88,2011-10-17 16:34:49.162779,1
249,73,86,2011-10-18 16:34:49.162779,4
250,237,64,2011-10-19 16:34:49.162779,3
251,46,45,2011-10-20 16:34:49.162779,4
252,618,26,2011-10-21 16:34:49.162779,4
253,928,77,2011-10-22 16:34:49.162779,3
254,800,65,2011-10-23 16:34:49.162779,2
255,262,24,2011-10-24 16:34:49.162779,2
256,176,74,2011-10-25 16:34:49.162779,2
257,166,35,2011-10-26 16:34:49.162779,3
258,657,24,2011-10-27 16:34:49.162779,1
259,842,28,2011-10-28 16:34:49.162779,3
260,370,100,2011-10-29 16:34:49.162779,4
261,795,80,2011-10-30 16:34:49.162779,3
262,54,16,2011-10-31 16:34:49.162779,1
263,690,59,2011-11-01 16:34:49.162779,1
264,419,81,2011-11-02 16:34:49.162779,4
265,756,54,2011-11-03 16:34:49.162779,2
266,507,79,2011-11-04 16:34:49.162779,1
267,341,16,2011-11-05 16:34:49.162779,1
268,127,15,2011-11-06 16:34:49.162779,1
269,409,98,2011-11-07 16:34:49.162779,4
270,924,11,2011-11-08 16:34:49.162779,1
271,367,65,2011-11-09 16:34:49.162779,2
272,271,79,2011-11-10 16:34:49.162779,4
273,644,90,2011-11-11 16:34:49.162779,2
274,605,68,2011-11-12 16:34:49.162779,1
275,379,43,2011-11-13 16:34:49.162779,1
276,73,69,2011-11-14 16:34:49.162779,2
277,923,99,2011-11-15 16:34:49.162779,4
278,922,13,2011-11-16 16:34:49.162779,4
279,915,10,2011-11-17 16:34:49.162779,2
280,248,75,2011-11-18 16:34:49.162779,1
281,860,82,2011-11-19 16:34:49.162779,3
282,785,98,2011-11-20 16:34:49.162779,2
283,43,41,2011-11-21 16:34:49.162779,2
284,377,50,2011-11-22 16:34:49.162779,2
285,41,87,2011-11-23 16:34:49.162779,1
286,170,71,2011-11-24 16:34:49.162779,4
287,946,59,2011-11-25 16:34:49.162779,1
288,212,39,2011-11-26 16:34:49.162779,2
289,493,3,2011-11-27 16:34:49.162779,1
290,680,76,2011-11-28 16:34:49.162779,1
291,39,7,2011-11-29 16:34:49.162779,2
292,369,49,2011-11-30 16:34:49.162779,1
293,757,26,2011-12-01 16:34:49.162779,3
294,151,33,2011-12-02 16:34:49.162779,1
295,111,48,2011-12-03 16:34:49.162779,1
296,480,79,2011-12-04 16:34:49.162779,4
297,436,2,2011-12-05 16:34:49.162779,4
298,47,71,2011-12-06 16:34:49.162779,2
299,575,32,2011-12-07 16:34:49.162779,2
300,737,4,2011-12-08 16:34:49.162779,4
301,366,20,2011-12-09 16:34:49.162779,3
302,69,36,2011-12-10 16:34:49.162779,1
303,299,32,2011-12-11 16:34:49.162779,3
304,944,28,2011-12-12 16:34:49.162779,3
305,802,77,2011-12-13 16:34:49.162779,4
306,296,1,2011-12-14 16:34:49.162779,2
307,203,60,2011-12-15 16:34:49.162779,1
308,61,56,2011-12-16 16:34:49.162779,2
309,946,35,2011-12-17 16:34:49.162779,3
310,963,30,2011-12-18 16:34:49.162779,3
311,830,54,2011-12-19 16:34:49.162779,2
312,314,36,2011-12-20 16:34:49.162779,2
313,161,55,2011-12-21 16:34:49.162779,4
314,331,89,2011-12-22 16:34:49.162779,2
315,528,80,2011-12-23 16:34:49.162779,2
316,338,58,2011-12-24 16:34:49.162779,4
317,606,83,2011-12-25 16:34:49.162779,2
318,304,65,2011-12-26 16:34:49.162779,3
319,503,69,2011-12-27 16:34:49.162779,2
320,650,51,2011-12-28 16:34:49.162779,1
321,338,22,2011-12-29 16:34:49.162779,3
322,550,88,2011-12-30 16:34:49.162779,4
323,639,53,2011-12-31 16:34:49.162779,3
324,275,100,2012-01-01 16:34:49.162779,4
325,164,36,2012-01-02 16:34:49.162779,1
326,443,68,2012-01-03 16:34:49.162779,1
327,319,36,2012-01-04 16:34:49.162779,3
328,589,52,2012-01-05 16:34:49.162779,2
329,504,53,2012-01-06 16:34:49.162779,3
330,686,82,2012-01-07 16:34:49.162779,3
331,387,50,2012-01-08 16:34:49.162779,1
332,970,80,2012-01-09 16:34:49.162779,4
333,870,41,2012-01-10 16:34:49.162779,3
334,833,18,2012-01-11 16:34:49.162779,2
335,888,22,2012-01-12 16:34:49.162779,1
336,603,66,2012-01-13 16:34:49.162779,3
337,750,21,2012-01-14 16:34:49.162779,3
338,776,100,2012-01-15 16:34:49.162779,2
339,691,44,2012-01-16 16:34:49.162779,3
340,494,47,2012-01-17 16:34:49.162779,3
341,490,39,2012-01-18 16:34:49.162779,3
342,721,29,2012-01-19 16:34:49.162779,3
343,73,54,2012-01-20 16:34:49.162779,2
344,509,90,2012-01-21 16:34:49.162779,3
345,390,85,2012-01-22 16:34:49.162779,3
346,619,17,2012-01-23 16:34:49.162779,3
347,857,80,2012-01-24 16:34:49.162779,1
348,295,60,2012-01-25 16:34:49.162779,2
349,369,31,2012-01-26 16:34:49.162779,1
350,956,73,2012-01-27 16:34:49.162779,1
351,796,95,2012-01-28 16:34:49.162779,2
352,865,78,2012-01-29 16:34:49.162779,1
353,694,49,2012-01-30 16:34:49.162779,1
354,549,2,2012-01-31 16:34:49.162779,1
355,649,48,2012-02-01 16:34:49.162779,2
356,850,14,2012-02-02 16:34:49.162779,3
357,568,59,2012-02-03 16:34:49.162779,4
358,187,97,2012-02-04 16:34:49.162779,4
359,853,99,2012-02-05 16:34:49.162779,2
360,770,58,2012-02-06 16:34:49.162779,4
361,445,58,2012-02-07 16:34:49.162779,2
362,570,51,2012-02-08 16:34:49.162779,2
363,363,84,2012-02-09 16:34:49.162779,4
364,123,2,2012-02-10 16:34:49.162779,1
365,188,41,2012-02-11 16:34:49.162779,3
366,742,83,2012-02-12 16:34:49.162779,4
367,680,82,2012-02-13 16:34:49.162779,4
368,420,16,2012-02-14 16:34:49.162779,4
369,626,4,2012-02-15 16:34:49.162779,4
370,252,12,2012-02-16 16:34:49.162779,2
371,619,29,2012-02-17 16:34:49.162779,2
372,549,7,2012-02-18 16:34:49.162779,3
373,335,14,2012-02-19 16:34:49.162779,3
374,92,12,2012-02-20 16:34:49.162779,4
375,530,99,2012-02-21 16:34:49.162779,4
376,866,5,2012-02-22 16:34:49.162779,4
377,63,81,2012-02-23 16:34:49.162779,3
378,662,32,2012-02-24 16:34:49.162779,4
379,512,74,2012-02-25 16:34:49.162779,1
380,139,43,2012-02-26 16:34:49.162779,3
381,698,81,2012-02-27 16:34:49.162779,1
382,185,69,2012-02-28 16:34:49.162779,4
383,205,45,2012-02-29 16:34:49.162779,2
384,772,9,2012-03-01 16:34:49.162779,1
385,214,49,2012-03-02 16:34:49.162779,3
386,256,33,2012-03-03 16:34:49.162779,1
387,135,100,2012-03-04 16:34:49.162779,3
388,573,100,2012-03-05 16:34:49.162779,4
389,875,18,2012-03-06 16:34:49.162779,1
390,822,9,2012-03-07 16:34:49.162779,2
391,88,62,2012-03-08 16:34:49.162779,1
392,836,57,2012-03-09 16:34:49.162779,2
393,988,29,2012-03-10 16:34:49.162779,3
394,207,78,2012-03-11 16:34:49.162779,4
395,129,25,2012-03-12 16:34:49.162779,4
396,823,15,2012-03-13 16:34:49.162779,2
397,3,6,2012-03-14 16:34:49.162779,3
398,974,42,2012-03-15 16:34:49.162779,4
399,934,29,2012-03-16 16:34:49.162779,3
400,754,79,2012-03-17 16:34:49.162779,2
401,121,93,2012-03-18 16:34:49.162779,2
402,385,4,2012-03-19 16:34:49.162779,1
403,614,82,2012-03-20 16:34:49.162779,4
404,38,57,2012-03-21 16:34:49.162779,4
405,341,49,2012-03-22 16:34:49.162779,1
406,925,44,2012-03-23 16:34:49.162779,2
407,645,80,2012-03-24 16:34:49.162779,2
408,714,75,2012-03-25 16:34:49.162779,2
409,860,14,2012-03-26 16:34:49.162779,2
410,21,3,2012-03-27 16:34:49.162779,3
411,242,62,2012-03-28 16:34:49.162779,4
412,455,64,2012-03-29 16:34:49.162779,4
413,963,45,2012-03-30 16:34:49.162779,2
414,621,82,2012-03-31 16:34:49.162779,2
415,303,58,2012-04-01 16:34:49.162779,2
416,596,20,2012-04-02 16:34:49.162779,4
417,595,58,2012-04-03 16:34:49.162779,4
418,803,89,2012-04-04 16:34:49.162779,2
419,964,57,2012-04-05 16:34:49.162779,3
420,69,77,2012-04-06 16:34:49.162779,1
421,129,68,2012-04-07 16:34:49.162779,1
422,196,78,2012-04-08 16:34:49.162779,1
423,140,97,2012-04-09 16:34:49.162779,4
424,444,92,2012-04-10 16:34:49.162779,4
425,283,52,2012-04-11 16:34:49.162779,1
426,312,37,2012-04-12 16:34:49.162779,1
427,746,8,2012-04-13 16:34:49.162779,3
428,535,44,2012-04-14 16:34:49.162779,4
429,665,98,2012-04-15 16:34:49.162779,4
430,277,5,2012-04-16 16:34:49.162779,1
431,61,69,2012-04-17 16:34:49.162779,3
432,319,31,2012-04-18 16:34:49.162779,3
433,890,45,2012-04-19 16:34:49.162779,1
434,52,9,2012-04-20 16:34:49.162779,1
435,856,32,2012-04-21 16:34:49.162779,4
436,153,33,2012-04-22 16:34:49.162779,1
437,749,67,2012-04-23 16:34:49.162779,2
438,311,30,2012-04-24 16:34:49.162779,3
439,814,76,2012-04-25 16:34:49.162779,1
440,544,29,2012-04-26 16:34:49.162779,2
441,567,3,2012-04-27 16:34:49.162779,3
442,864,90,2012-04-28 16:34:49.162779,2
443,389,57,2012-04-29 16:34:49.162779,2
444,548,30,2012-04-30 16:34:49.162779,1
445,622,9,2012-05-01 16:34:49.162779,3
446,177,26,2012-05-02 16:34:49.162779,2
447,362,2,2012-05-03 16:34:49.162779,4
448,314,62,2012-05-04 16:34:49.162779,3
449,807,3,2012-05-05 16:34:49.162779,4
450,848,46,2012-05-06 16:34:49.162779,1
451,97,68,2012-05-07 16:34:49.162779,4
452,881,25,2012-05-08 16:34:49.162779,3
453,213,51,2012-05-09 16:34:49.162779,2
454,829,13,2012-05-10 16:34:49.162779,2
455,137,44,2012-05-11 16:34:49.162779,3
456,6,35,2012-05-12 16:34:49.162779,2
457,109,55,2012-05-13 16:34:49.162779,4
458,547,87,2012-05-14 16:34:49.162779,2
459,39,9,2012-05-15 16:34:49.162779,2
460,662,2,2012-05-16 16:34:49.162779,4
461,425,61,2012-05-17 16:34:49.162779,4
462,630,41,2012-05-18 16:34:49.162779,4
463,261,44,2012-05-19 16:34:49.162779,1
464,426,64,2012-05-20 16:34:49.162779,4
465,87,31,2012-05-21 16:34:49.162779,4
466,465,47,2012-05-22 16:34:49.162779,1
467,76,2,2012-05-23 16:34:49.162779,2
468,471,96,2012-05-24 16:34:49.162779,4
469,976,82,2012-05-25 16:34:49.162779,3
470,963,77,2012-05-26 16:34:49.162779,4
471,414,69,2012-05-27 16:34:49.162779,4
472,825,58,2012-05-28 16:34:49.162779,1
473,895,44,2012-05-29 16:34:49.162779,3
474,726,74,2012-05-30 16:34:49.162779,2
475,457,56,2012-05-31 16:34:49.162779,2
476,285,43,2012-06-01 16:34:49.162779,3
477,239,89,2012-06-02 16:34:49.162779,4
478,677,34,2012-06-03 16:34:49.162779,1
479,599,30,2012-06-04 16:34:49.162779,3
480,653,71,2012-06-05 16:34:49.162779,3
481,672,70,2012-06-06 16:34:49.162779,2
482,558,55,2012-06-07 16:34:49.162779,1
483,372,67,2012-06-08 16:34:49.162779,3
484,495,13,2012-06-09 16:34:49.162779,1
485,624,3,2012-06-10 16:34:49.162779,4
486,919,26,2012-06-11 16:34:49.162779,2
487,45,57,2012-06-12 16:34:49.162779,4
488,401,24,2012-06-13 16:34:49.162779,1
489,247,53,2012-06-14 16:34:49.162779,4
490,616,70,2012-06-15 16:34:49.162779,2
491,597,43,2012-06-16 16:34:49.162779,1
492,450,60,2012-06-17 16:34:49.162779,3
493,485,58,2012-06-18 16:34:49.162779,4
494,646,49,2012-06-19 16:34:49.162779,2
495,620,42,2012-06-20 16:34:49.162779,3
496,18,76,2012-06-21 16:34:49.162779,2
497,606,100,2012-06-22 16:34:49.162779,1
498,662,66,2012-06-23 16:34:49.162779,1
499,758,11,2012-06-24 16:34:49.162779,4
500,289,98,2012-06-25 16:34:49.162779,2
501,414,90,2012-06-26 16:34:49.162779,2
502,721,18,2012-06-27 16:34:49.162779,2
503,638,85,2012-06-28 16:34:49.162779,1
504,235,100,2012-06-29 16:34:49.162779,4
505,416,52,2012-06-30 16:34:49.162779,2
506,938,46,2012-07-01 16:34:49.162779,2
507,499,44,2012-07-02 16:34:49.162779,3
508,974,22,2012-07-03 16:34:49.162779,2
509,634,53,2012-07-04 16:34:49.162779,4
510,650,59,2012-07-05 16:34:49.162779,3
511,115,94,2012-07-06 16:34:49.162779,3
512,932,30,2012-07-07 16:34:49.162779,3
513,674,8,2012-07-08 16:34:49.162779,1
514,713,98,2012-07-09 16:34:49.162779,3
515,234,57,2012-07-10 16:34:49.162779,2
516,540,73,2012-07-11 16:34:49.162779,1
517,11,20,2012-07-12 16:34:49.162779,1
518,206,25,2012-07-13 16:34:49.162779,1
519,679,19,2012-07-14 16:34:49.162779,1
520,247,5,2012-07-15 16:34:49.162779,1
521,559,75,2012-07-16 16:34:49.162779,1
522,758,79,2012-07-17 16:34:49.162779,1
523,127,72,2012-07-18 16:34:49.162779,3
524,147,83,2012-07-19 16:34:49.162779,4
525,118,87,2012-07-20 16:34:49.162779,2
526,911,27,2012-07-21 16:34:49.162779,2
527,382,40,2012-07-22 16:34:49.162779,3
528,412,96,2012-07-23 16:34:49.162779,3
529,664,26,2012-07-24 16:34:49.162779,1
530,584,27,2012-07-25 16:34:49.162779,4
531,363,62,2012-07-26 16:34:49.162779,1
532,509,83,2012-07-27 16:34:49.162779,3
533,137,50,2012-07-28 16:34:49.162779,1
534,175,42,2012-07-29 16:34:49.162779,2
535,289,29,2012-07-30 16:34:49.162779,2
536,958,39,2012-07-31 16:34:49.162779,1
537,481,60,2012-08-01 16:34:49.162779,4
538,19,41,2012-08-02 16:34:49.162779,1
539,195,33,2012-08-03 16:34:49.162779,1
540,330,83,2012-08-04 16:34:49.162779,4
541,936,83,2012-08-05 16:34:49.162779,4
542,175,97,2012-08-06 16:34:49.162779,4
543,449,16,2012-08-07 16:34:49.162779,2
544,925,23,2012-08-08 16:34:49.162779,1
545,946,7,2012-08-09 16:34:49.162779,3
546,354,26,2012-08-10 16:34:49.162779,4
547,499,96,2012-08-11 16:34:49.162779,4
548,141,12,2012-08-12 16:34:49.162779,1
549,758,72,2012-08-13 16:34:49.162779,3
550,897,5,2012-08-14 16:34:49.162779,1
551,930,92,2012-08-15 16:34:49.162779,1
552,93,69,2012-08-16 16:34:49.162779,4
553,944,49,2012-08-17 16:34:49.162779,4
554,239,26,2012-08-18 16:34:49.162779,2
555,205,5,2012-08-19 16:34:49.162779,3
556,560,22,2012-08-20 16:34:49.162779,3
557,433,79,2012-08-21 16:34:49.162779,4
558,245,13,2012-08-22 16:34:49.162779,4
559,832,28,2012-08-23 16:34:49.162779,4
560,317,33,2012-08-24 16:34:49.162779,3
561,925,23,2012-08-25 16:34:49.162779,2
562,295,97,2012-08-26 16:34:49.162779,3
563,640,18,2012-08-27 16:34:49.162779,4
564,856,30,2012-08-28 16:34:49.162779,4
565,282,26,2012-08-29 16:34:49.162779,2
566,17,16,2012-08-30 16:34:49.162779,1
567,71,77,2012-08-31 16:34:49.162779,1
568,269,39,2012-09-01 16:34:49.162779,3
569,325,33,2012-09-02 16:34:49.162779,1
570,794,26,2012-09-03 16:34:49.162779,1
571,305,48,2012-09-04 16:34:49.162779,3
572,451,65,2012-09-05 16:34:49.162779,4
573,7,38,2012-09-06 16:34:49.162779,1
574,314,2,2012-09-07 16:34:49.162779,4
575,817,6,2012-09-08 16:34:49.162779,3
576,103,46,2012-09-09 16:34:49.162779,4
577,821,50,2012-09-10 16:34:49.162779,4
578,193,38,2012-09-11 16:34:49.162779,3
579,753,88,2012-09-12 16:34:49.162779,4
580,574,18,2012-09-13 16:34:49.162779,1
581,529,27,2012-09-14 16:34:49.162779,1
